timeIndex,positionErrorX,positionErrorY,positionErrorZ,rangeError,velocityError,azimuthError,elevationError,positionErrorH,positionErrorV,snr
1,-6.26917671810212,1.20123284421443,4.21324277523195,1.5376238380336,-2.08485218702156,1.7917734863897,1.09679588536849,6.38322309408132,4.21324277523195,-26.3969972815904
2,6.56443762005257,4.3939439920192,-2.20450641911793,1.14517825731667,-0.491160774423077,0.886627547341163,-1.65342135426845,7.8992775032001,-2.20450641911793,-23.5694258579
3,15.5231020475608,4.99566490312835,-1.14799602860575,1.37104210910616,0.310268666821731,-11.6336663964484,-2.37053501150812,16.3071568644977,-1.14799602860575,-26.1226540432147
4,4.04379442842644,-2.35797676259352,2.43987788798501,1.5578550449369,-16.4342288110489,-1.12780816726725,0.342386068694957,4.68106054140552,2.43987788798501,-31.2142767906604
5,0.358479083224807,1.2337878164046,-0.0956410838497419,1.10264701389195,-28.0141596282018,0.171884181797111,-0.117640536144927,1.28481112581505,-0.0956410838497419,-20.9295688010209
6,0.341875687518211,3.82069331926593,3.19892110477861,-0.308474020171332,18.7102016805402,0.850298523838852,0.780075849708982,3.8359583451335,3.19892110477861,-23.5823246535852
7,-3.59269660240114,0.371046057979203,2.05763747139292,1.08705094128814,7.46913165172066,-0.762419099170749,0.957129615008341,3.61180620383301,2.05763747139292,-20.4724759108329
8,-4.73441004409844,-1.74827294042588,5.94642041112758,1.11682471454333,-8.83692769605188,-0.259591905899754,1.23090018270029,5.04688980857375,5.94642041112758,-29.0318602056541
9,-2.51027609406987,-2.14576016988709,3.21097809113573,1.51081647533921,10.5697350675904,-1.15134169627365,2.04127412624587,3.30238894970483,3.21097809113573,-10.4573192629108
10,2.76440770885289,0.829669935673934,-2.81222782746568,1.33334375082472,-17.9756283001437,-0.488322941002679,-0.693824425885325,2.88622628754685,-2.81222782746568,-29.0610530025578
11,2.93024934297603,-1.08959770201234,-0.0592642774699925,1.66605428798698,9.15671961585862,-0.607634767787854,-0.326076427137821,3.12627323889676,-0.0592642774699925,-25.7910654056693
12,-5.22519148311916,1.01037682755484,3.54004316811158,-0.476670319273552,0.564604996596373,1.19753251926988,0.871438003948469,5.32198152654825,3.54004316811158,-22.57338488764
13,2.07505598372455,1.96595269901474,1.25511449874642,3.03085832992062,-2.15114767742554,-0.0611393485249607,0.165394289429063,2.85846590855207,1.25511449874642,-31.1593675053596
14,-0.968661595450641,-0.165276050212547,1.86663689183712,1.42502894415958,8.11081589002586,0.196313762142839,0.307519378817886,0.982660398751696,1.86663689183712,-27.7029056372836
15,2.37894459352665,-0.528275772463516,0.647220083456205,1.61793361418077,-4.7980104463659,-0.654162524441723,0.030979630896482,2.43689406229356,0.647220083456205,-12.5459291960249
16,0.376683564300805,-4.171820903539,5.53310122180875,3.047236902321,-10.2510135794572,-0.954814373028122,0.922298187645726,4.18879220764402,5.53310122180875,-28.6755087506581
17,-9.79187846020473,-1.8918562103232,5.46930360332237,1.47204467860018,26.1238258013908,2.19821504657328,1.04675249513456,9.9729636367511,5.46930360332237,-31.786249225811
18,0.660329654777286,-4.2294197216119,0.0229162381609029,1.63130136693837,-0.694888177103488,-1.05497672948577,-0.075908920435344,4.2806572432908,0.0229162381609029,-21.5302391705927
19,-0.928603936866047,0.736695793918415,1.53701580791306,1.02427878997,-6.07214797582586,0.436353502204057,0.426657919936513,1.18533791145825,1.53701580791306,-17.7159788103981
20,6.68429300330524,-1.55479793187803,-2.57891204517023,3.04117544521154,7.26726875117911,-0.313926604671749,-1.0182845646687,6.86273776003481,-2.57891204517023,-31.3991954499376
21,2.43906595615738,-3.16528001456608,1.16828782505928,3.03461606591409,-2.36736034871297,-0.948459530992865,0.0101682210016349,3.99600304167769,1.16828782505928,-23.0394754589124
22,2.41277236558068,-1.97437393756263,4.59730629186545,3.01114694586914,-0.330594625484895,-0.716672659557521,0.855970553489136,3.11763098095916,4.59730629186545,-24.2131945225741
23,3.02223515138502,2.22932050217695,-1.87453393617608,1.43552962568549,17.1919031925182,0.409030307546513,-0.563055734666484,3.75549932920959,-1.87453393617608,-33.4115875963213
24,1.08870319645462,-2.50074884799912,1.24527076231917,0.989147158165508,10.617149602224,-0.616719070349925,0.164702011624687,2.72745659007424,1.24527076231917,-28.1083512447819
25,2.81765524857113,3.02220974344872,0.387456720089773,1.04746213314033,-3.08963217212081,2.75750624359938,-0.378976817342199,4.13194056506102,0.387456720089773,-16.3738816866398
26,0.826821789349935,0.791762412651806,-3.2730691128414,1.06787010855808,-1.79604795077855,0.0898013745433204,-0.861285013784366,1.14478032365692,-3.2730691128414,-20.52143236039
27,5.10358986472892,-1.14848608163546,-2.10894999831061,1.562616517636,4.69455683847921,-0.0648811255973474,-1.12393685575184,5.23121876689114,-2.10894999831061,-26.2148255753149
28,0.126869468344808,1.1334051684024,1.85959931792407,1.21857077325942,-0.448185178107395,0.310281487083586,0.540404922520141,1.14048372972146,1.85959931792407,-19.5400647236835
29,1.39455360929253,-1.01287318360045,0.548465847798013,1.41112787809124,-6.8443411833622,-0.26706894841525,-0.0852597144838612,1.72356950983931,0.548465847798013,-25.5448076922591
30,0.0912254112964632,-0.58723863379538,3.03210468421887,0.998368233281099,14.8679773083952,-0.0896856357294453,0.614736256874693,0.594282162518844,3.03210468421887,-25.480051493588
31,8.31172776946062,9.00387335705921,-3.4147457464382,-0.438179203402456,-2.83539883453012,5.84237072612998,-1.95908207120439,12.2537567277788,-3.4147457464382,-27.1594754323239
32,5.65362345064314,2.36242557658611,-1.61804186074625,1.37371848710848,-5.681497638899,-2.1743049576604,-1.34768510831793,6.12735772797461,-1.61804186074625,-14.5371569639666
33,1.73628680830934,-0.612405359304034,-1.2744116368685,-0.463781209936997,-32.2320299083042,-1.08685739874518,-0.774480454230364,1.84112253932576,-1.2744116368685,-4.16622842058644
34,4.35355506627513,-1.43160234912671,2.01022465120792,1.62569507098209,7.64801334256787,-1.02980779374445,0.201578519140256,4.58289504583238,2.01022465120792,-30.249825869513
35,1.39632290605874,0.570280698853175,2.79937925505503,2.96635643707131,-18.9213802782346,0.0748625081466017,0.584992937583166,1.5082896716045,2.79937925505503,0.507739209104478
36,1.14206670998598,2.02994723708176,0.874250371048589,1.42779578323538,3.61291127335404,0.92000150075121,0.199349721333522,2.32916340246752,0.874250371048589,-4.18444096980132
37,-0.544961148194307,-1.90637415090195,4.85884827394565,2.98765765552034,-1.92385558432822,0.00509083964348633,1.2794951261216,1.98273675919634,4.85884827394565,-20.9738145591976
38,-4.25206207416582,-8.60971306804548,5.79593950949129,2.93532831255635,-12.4317669093515,-2.52246857664813,0.971162761448703,9.60245754984798,5.79593950949129,-28.1002046470059
39,-0.326140154718871,2.87274084950745,1.81325240679809,1.21575180334412,31.5527508392794,0.723113136404823,0.294243194142226,2.89119480300945,1.81325240679809,-25.1587666008331
40,1.64694593652831,2.60306340455885,1.23918501535346,1.02057683731186,-7.8835804515058,0.942111680491067,0.278404403178936,3.08031978956741,1.23918501535346,-17.0157829033036
41,1.16757950320327,3.00909759431979,-1.92519476921379,-0.371247103601121,5.7361497549777,1.76207128265051,-0.971327300907056,3.22767876785183,-1.92519476921379,-12.2499265397664
