timeIndex,positionErrorX,positionErrorY,positionErrorZ,rangeError,velocityError,azimuthError,elevationError,positionErrorH,positionErrorV,snr
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-44.4833898320223
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-43.5422038033333
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-41.6445308529057
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-42.7253884224481
1,-5.65597226412933,-2.58661647997619,-0.11478579018538,1.57927620283067,21.7629282372602,0.691671748415985,-0.0302933237998957,6.2193735268984,-0.11478579018538,-36.7804596566306
2,-0.593331075011008,1.2091806033371,-0.0570284807185857,1.10075394365464,-19.1768519750832,-0.149862480506073,-0.0812483704944071,1.34690738213895,-0.0570284807185857,-37.4207912441893
2,-2.46156287133702,4.76910873130871,-10.4131827179919,-0.545107478293573,-24.744202109845,-0.357351720437038,-1.31894180405423,5.36690691745161,-10.4131827179919,-37.5914683981326
2,-2.99020793901906,1.77299790121475,-5.05585903552685,-0.502408961863296,-4.4094877555308,0.241177718612036,-0.788040197718956,3.47632925314685,-5.05585903552685,-37.815834589214
2,-0.89069131032813,3.73408423415496,0.955531725159346,3.02633006650603,-31.6171650811343,-0.307830059192696,0.035827927776289,3.8388430650469,0.955531725159346,-34.2217458920645
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-50.125399725561
3,7.03023887103382,3.60128864900204,5.31485441346041,0.97453298991195,-21.1154988771282,-1.08346307500598,0.684199445739985,7.898958065291,5.31485441346041,-37.7583158574315
3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32.0930236994587
3,5.77801497061517,4.82203823718098,3.35674473140683,1.28437624064276,1.22233405735785,-0.838146360421163,0.364005020024584,7.52578964371769,3.35674473140683,-31.4309078415652
3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-44.2200198649886
3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-42.5461156992824
4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-41.3591237128547
4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-45.8856293811406
4,-3.77366236491346,-2.29651008308463,-2.88498509225956,0.933843863841957,2.87514303454668,0.798997191799941,-0.569769678875094,4.41752036849562,-2.88498509225956,-38.7815037475641
4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-42.5343849794241
4,-0.954542094726321,-3.53575045269268,4.08893735003608,0.89383834634674,2.09900817175433,0.53927462687669,0.670332843039418,3.66233284592225,4.08893735003608,-34.5329623221763
5,-3.50027037455143,1.02543369777623,-1.5625247471509,2.95279976134526,18.1686699603561,0.249113670278234,-0.345992657968704,3.64738357778524,-1.5625247471509,-26.9532760159493
5,-1.64611378713289,0.843806473393727,-1.96259430299713,1.13477311765882,-0.628463566954454,0.123955170327818,-0.300690115283844,1.84978376161381,-1.96259430299713,-43.299767180679
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.5787198281449
5,-5.8084205568934,0.413266486107261,-4.71178724197941,1.33185717024219,-23.2743085722821,0.728435842514429,-0.802501479510109,5.82310385913571,-4.71178724197941,-38.9868496404869
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-51.5189305433949
6,2.77214119093301,1.2698355052178,-3.2730691128414,-0.52383973577912,-1.04967987119736,-0.409991805046616,-0.44613638542388,3.04913905763237,-3.2730691128414,-24.7206566136087
6,-5.34019511811277,-1.85995793200902,0.717899600285818,2.91318126303543,-23.1634293269957,0.790296165176358,-0.13709891411046,5.65483221752501,0.717899600285818,-31.349744930746
6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22.6160810854595
6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-40.1711361150416
6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-54.2407201372826
7,-6.67956381036615,-4.80843796049462,-2.70300878004957,1.0249687041707,3.89772440440352,1.03563168059873,-0.42991965313082,8.2302884710488,-2.70300878004957,-35.1067014783908
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-44.5692311517935
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-44.3515069657327
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-44.8192923668659
7,-5.72723650384674,-2.72925304824403,-0.109017607477483,2.81676278284056,-107.973062693749,0.721041751124233,-0.0701928943153245,6.34429351246803,-0.109017607477483,-35.5888875355298
8,-2.42781472381432,-0.32371569196456,-2.1559259934161,1.46207212038587,-4.01384532190495,0.254718242607623,-0.327977514426546,2.44930116204474,-2.1559259934161,-34.8077188566659
8,-1.50610085115148,3.51376559314306,-1.21579936667246,2.96193537251577,-109.356359805527,-0.176017959793029,-0.218746191680836,3.8229423769389,-1.21579936667246,-37.4196120972404
8,-0.467568256946635,-4.2689743625383,5.66648036461851,1.54188139180417,28.3769383309123,0.663742814000955,0.89599717405175,4.29450371788329,5.66648036461851,-31.2447043816355
8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-41.3874338944258
8,-0.551151285861692,2.38007972979557,-4.42321162786004,0.930784863098268,6.4883485893676,-0.289188193562978,-0.820402017564374,2.44306104305454,-4.42321162786004,-31.5320358145105
9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-43.0252052978198
9,-2.77357369146989,-6.23286319413018,3.21157438208741,1.16898877200651,-5.53252127599775,1.22745940144944,0.452491545403305,6.82211804491512,3.21157438208741,-38.1956912521269
9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-49.0879228124606
9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-40.7735366332146
9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-41.5935672338153
10,-0.112377487903892,-1.23476825254689,4.11324570123014,1.14910903343332,2.92173909118652,0.106132263887559,0.376997104069702,1.23987150031174,4.11324570123014,-39.0338572203347
10,0.24972090793085,-0.233891606869179,-0.952502031547112,-0.540538919542996,3.40902800561095,0.00914057119248923,-0.16819670884249,0.342148820868427,-0.952502031547112,-30.2659322239335
10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-45.9205288357646
10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-41.0803582664647
10,4.15139382916067,3.81167005403893,7.55355886707028,2.90105643807669,-13.2703306623004,-0.62235458092114,0.770785834963794,5.63585834861473,7.55355886707028,-31.0972774950103
